SiO2 Al2O3 Na2O CaO MgO B2O3 Li2O GeO2 P2O5 K2O "Young's Modulus at RT ( GPa )" "Density at RT ( g/cm3 )"
78.32 3.16 7.81 0.0 0.0 0.0 8.1 0.0 0.0 2.57 71.0 2.38
77.13 3.89 7.99 0.0 0.0 0.0 8.28 0.0 0.0 2.63 72.0 2.39
76.81 3.39 8.35 0.0 0.0 0.0 8.66 0.0 0.0 2.75 71.0 2.39
73.52 8.4 8.52 0.0 0.0 0.0 4.1 0.0 0.0 3.69 73.0 2.43
72.0 8.22 8.38 0.0 0.0 1.4 3.91 0.0 0.0 3.59 75.0 2.46
72.12 7.88 8.04 0.0 0.0 0.0 8.34 0.0 0.0 1.98 76.0 2.43
73.8 7.84 7.99 0.0 0.0 0.0 8.29 0.0 0.0 1.97 75.0 2.39
73.94 8.68 8.69 0.0 0.0 0.0 4.29 0.0 0.0 4.36 73.0 2.4
70.48 4.87 8.01 0.0 0.0 0.0 16.62 0.0 0.0 0.0 77.0 2.39
74.0 8.67 4.35 0.0 0.0 0.0 8.61 0.0 0.0 4.33 76.0 2.38
73.85 8.67 13.04 0.0 0.0 0.0 4.4 0.0 0.0 0.0 74.0 2.4
64.7 7.0 2.0 16.0 3.2 2.5 0.0 0.0 0.0 2.6 87.0 2.64
63.63 10.1 2.02 16.16 3.54 2.53 0.0 0.0 0.0 2.02 90.0 2.57
62.5 10.0 3.0 15.0 3.0 3.5 0.0 0.0 0.0 3.0 81.0 2.516
63.0 9.0 3.0 14.0 3.0 5.0 0.0 0.0 0.0 3.0 77.0 2.497
64.0 10.0 3.0 13.5 3.0 3.5 1.0 0.0 0.0 2.0 83.0 2.505
63.0 10.0 3.0 14.0 3.5 2.5 0.0 0.0 0.0 3.0 82.0 2.546
69.34 10.44 0.0 9.9 0.16 9.1 0.0 0.0 0.0 0.0 71.9 2.37
69.79 10.28 0.0 8.6 0.16 9.63 0.0 0.0 0.0 0.0 73.0 2.35
34.0 27.9 0.0 34.0 4.1 0.0 0.0 0.0 0.0 0.0 112.0 2.87
33.75 27.65 0.0 34.0 4.1 0.0 0.0 0.0 0.0 0.0 107.0 2.88
33.5 27.4 0.0 34.0 4.1 0.0 0.0 0.0 0.0 0.0 108.0 2.89
33.0 26.9 0.0 34.0 4.1 0.0 0.0 0.0 0.0 0.0 110.0 2.92
30.0 30.0 0.0 35.9 4.1 0.0 0.0 0.0 0.0 0.0 109.0 2.89
30.0 29.5 0.0 35.9 4.1 0.0 0.0 0.0 0.0 0.0 111.0 2.89
30.0 29.0 0.0 35.9 4.1 0.0 0.0 0.0 0.0 0.0 109.0 2.91
30.0 28.0 0.0 35.9 4.1 0.0 0.0 0.0 0.0 0.0 110.0 2.93
71.19 3.07 11.12 3.91 0.0 9.9 0.0 0.0 0.0 0.0 77.0 2.44
72.24 5.02 8.88 0.68 0.0 12.05 0.0 0.0 0.0 1.09 69.0 2.35
62.96 8.42 15.45 2.35 3.28 1.9 0.0 0.0 0.0 3.43 75.0 2.54
66.89 10.19 0.0 9.78 4.37 7.13 0.0 0.0 0.0 0.0 78.0 2.48
66.65 10.19 0.0 9.44 0.49 10.27 0.0 0.0 0.0 0.0 73.0 2.45
66.41 10.25 0.0 9.2 0.82 10.36 0.0 0.0 0.0 0.0 72.0 2.44
67.6 9.7 0.0 9.41 0.49 9.85 0.0 0.0 0.0 0.0 73.0 2.44
66.4 10.9 0.0 9.5 0.5 9.8 0.0 0.0 0.0 0.0 74.0 2.45
67.85 8.47 8.54 0.0 5.94 0.0 4.01 0.0 0.0 3.68 77.0 2.46
67.07 8.49 8.56 0.0 5.95 0.0 4.02 0.0 0.0 3.69 77.0 2.47
70.9 9.7 9.7 0.0 0.0 0.0 4.8 0.0 0.0 4.8 74.0 2.42
73.9 8.7 13.0 0.0 0.0 0.0 0.0 0.0 0.0 4.3 69.0 2.41
73.8 8.7 8.7 0.0 0.0 0.0 0.0 0.0 0.0 8.7 67.0 2.41
67.6 8.5 8.5 0.0 6.0 0.0 4.1 0.0 0.0 3.7 77.0 2.46
66.9 8.5 8.5 0.0 6.0 0.0 4.1 0.0 0.0 3.7 77.0 2.47
63.7 13.0 6.5 0.0 0.0 0.0 11.2 0.0 0.0 3.0 83.5 2.48
63.7 13.0 6.5 0.0 0.0 0.0 12.2 0.0 0.0 3.0 83.6 2.47
64.7 13.0 6.5 0.0 0.0 0.0 11.2 0.0 0.0 3.0 82.1 2.45
61.7 13.0 6.5 0.0 3.0 0.0 11.2 0.0 0.0 3.0 83.5 2.47
61.0 13.0 5.2 0.0 3.0 0.0 13.2 0.0 0.0 3.0 84.4 2.47
62.7 13.0 5.9 0.0 3.0 0.0 11.1 0.0 0.0 2.7 83.2 2.46
61.9 13.0 6.8 0.0 3.6 0.0 10.7 0.0 0.0 3.0 82.5 2.46
63.1 13.0 7.1 0.0 3.0 0.0 9.7 0.0 0.0 2.5 82.9 2.47
65.59 11.3 6.21 0.0 0.0 10.98 4.56 0.0 0.0 1.11 66.4 2.323
65.39 10.83 7.66 0.32 0.74 9.0 3.66 0.0 0.0 1.75 71.8 2.38
64.98 9.9 10.56 0.97 2.24 5.01 1.84 0.0 0.0 3.05 76.1 2.467
64.76 9.43 12.02 1.31 2.99 3.01 0.91 0.0 0.0 3.71 75.2 2.5
64.56 8.95 13.49 1.63 3.74 1.01 0.0 0.0 0.0 4.36 74.8 2.525
68.29 0.72 4.05 1.53 15.48 0.0 0.0 0.0 0.0 8.12 73.0 2.52
67.94 0.72 4.04 0.22 16.81 0.0 0.0 0.0 0.0 8.81 72.0 2.5
66.53 0.78 2.86 3.05 16.51 0.0 0.0 0.0 0.0 8.04 75.0 2.55
68.55 0.72 3.54 2.28 15.44 0.0 0.0 0.0 0.0 7.25 76.0 2.53
66.56 1.02 2.96 3.49 15.96 0.0 0.0 0.0 0.0 7.48 76.0 2.56
68.63 10.21 0.0 9.28 1.61 9.34 0.0 0.0 0.0 0.0 70.0 2.4
68.63 10.21 0.0 9.28 1.61 9.34 0.0 0.0 0.0 0.0 70.0 2.4
72.1 3.97 0.0 0.0 1.15 0.0 19.14 0.0 0.81 1.23 83.0 2.38
72.7 3.95 0.0 0.0 1.14 0.0 19.24 0.0 0.81 0.61 83.0 2.37
66.51 8.58 2.92 0.0 3.74 0.0 15.14 0.0 0.0 0.96 85.0 2.44
63.46 11.58 0.0 6.99 7.98 7.49 0.0 0.0 0.0 0.0 80.0 2.49
64.0 11.0 0.0 7.0 8.0 7.5 0.0 0.0 0.0 0.0 80.0 2.49
64.1 10.9 0.0 8.0 7.0 7.5 0.0 0.0 0.0 0.0 80.0 2.49
64.0 10.8 0.0 7.7 7.5 7.5 0.0 0.0 0.0 0.0 80.0 2.49
66.92 10.2 0.0 9.79 4.37 7.13 0.0 0.0 0.0 0.0 78.0 2.48
73.58 8.42 8.48 0.0 0.0 0.0 4.07 0.0 0.0 3.67 73.0 2.43
72.04 8.24 8.34 0.0 0.0 1.39 3.89 0.0 0.0 3.57 75.0 2.46
72.19 7.9 8.0 0.0 0.0 0.0 8.3 0.0 0.0 1.97 76.0 2.43
73.85 7.86 7.96 0.0 0.0 0.0 8.25 0.0 0.0 1.96 75.0 2.39
73.99 8.67 12.99 0.0 0.0 0.0 0.0 0.0 0.0 4.31 69.0 2.41
73.99 8.66 8.64 0.0 0.0 0.0 0.0 0.0 0.0 8.67 67.0 2.41
62.44 8.41 15.96 2.35 3.27 1.89 0.0 0.0 0.0 3.5 75.0 2.54
73.97 8.66 8.71 0.0 0.0 0.0 8.62 0.0 0.0 0.0 77.0 2.39
73.97 5.7 7.18 0.0 5.98 0.0 3.52 0.0 0.0 3.54 74.0 2.4
73.89 5.72 7.18 0.0 2.96 2.97 3.57 0.0 0.0 3.6 75.0 2.4
50.0 12.0 5.0 0.0 8.0 20.0 0.0 0.0 0.0 5.0 61.54 2.336
52.4 9.5 4.8 0.0 0.0 23.8 0.0 0.0 0.0 9.5 53.42 2.292
60.0 10.0 5.0 0.0 5.0 15.0 0.0 0.0 0.0 5.0 61.15 2.326
60.0 10.0 5.0 0.0 0.0 20.0 0.0 0.0 0.0 5.0 52.0 2.259
65.0 2.5 12.5 0.0 10.0 5.0 0.0 0.0 0.0 5.0 73.65 2.461
65.0 5.0 10.0 0.0 10.0 5.0 0.0 0.0 0.0 5.0 72.1 2.44
65.0 5.0 10.0 5.0 5.0 5.0 0.0 0.0 0.0 5.0 74.95 2.483
65.0 5.0 3.0 5.0 5.0 5.0 8.0 0.0 0.0 4.0 82.1 2.458
65.0 5.0 1.0 5.0 5.0 5.0 8.0 0.0 0.0 6.0 79.04 2.446
65.0 5.0 11.0 5.0 5.0 5.0 0.0 0.0 0.0 4.0 75.27 2.485
52.5 13.68 14.9 7.7 5.93 0.0 0.0 0.0 0.0 4.87 79.5 2.56
51.27 15.49 13.22 10.52 7.64 0.0 0.0 0.0 0.0 1.46 84.0 2.6
53.12 15.82 12.42 9.78 4.98 0.0 0.0 0.0 0.0 3.55 80.2 2.54
53.66 15.71 14.81 8.84 3.66 0.0 0.0 0.0 0.0 2.99 80.1 2.57
64.83 15.06 0.0 10.96 0.0 5.01 0.0 0.0 3.94 0.0 75.0 2.41
64.04 14.49 0.0 10.88 0.0 6.97 0.0 0.0 3.42 0.0 74.0 2.4
63.35 13.84 0.0 10.8 0.0 8.9 0.0 0.0 2.91 0.0 72.0 2.39
70.06 10.28 0.0 8.76 0.0 10.35 0.0 0.0 0.46 0.0 70.0 2.34
69.0 11.82 0.0 9.55 0.0 7.7 0.0 0.0 1.89 0.0 72.0 2.37
67.08 11.9 0.0 10.82 0.0 7.74 0.0 0.0 2.37 0.0 72.0 2.38
68.56 11.11 0.0 10.7 0.0 7.66 0.0 0.0 1.88 0.0 72.0 2.38
65.3 12.63 0.0 10.88 0.0 8.76 0.0 0.0 2.39 0.0 72.0 2.38
69.68 10.31 0.0 9.38 0.0 9.44 0.0 0.0 0.0 0.0 70.0 2.39
68.13 10.87 0.0 9.3 1.62 9.36 0.0 0.0 0.0 0.0 73.0 2.39
70.26 10.35 0.0 8.23 0.0 9.48 0.0 0.0 0.0 0.0 70.0 2.38
67.3 10.46 0.0 7.13 1.65 10.53 0.0 0.0 0.0 0.0 71.0 2.42
68.13 11.01 0.0 5.89 4.91 8.54 0.0 0.0 0.0 0.0 75.0 2.4
64.98 9.96 0.0 9.35 0.0 15.53 0.0 0.0 0.0 0.0 67.0 2.33
67.45 9.24 0.0 9.27 0.0 14.0 0.0 0.0 0.0 0.0 67.0 2.33
67.87 9.22 0.0 9.83 0.0 13.04 0.0 0.0 0.0 0.0 69.0 2.34
67.16 9.2 0.0 8.07 1.6 13.93 0.0 0.0 0.0 0.0 68.0 2.33
64.96 10.71 0.0 8.26 0.0 15.21 0.0 0.0 0.0 0.0 67.0 2.35
66.54 11.63 0.0 9.4 0.0 12.3 0.0 0.0 0.0 0.0 71.0 2.36
65.42 8.26 0.0 9.58 0.0 16.74 0.0 0.0 0.0 0.0 64.0 2.31
64.56 9.94 0.0 9.91 0.0 15.5 0.0 0.0 0.0 0.0 65.0 2.33
67.58 10.3 0.0 9.67 0.34 9.74 0.0 0.0 0.0 0.0 73.0 2.44
66.27 8.01 10.01 4.0 7.51 0.0 0.9 0.0 0.0 0.5 81.9 2.53
66.63 7.99 9.99 4.0 7.49 0.0 0.8 0.0 0.0 0.9 81.5 2.52
68.04 10.22 0.0 8.71 1.62 10.29 0.0 0.0 0.0 0.0 72.0 2.4
65.8 9.58 0.0 8.71 0.81 14.97 0.0 0.0 0.0 0.0 66.0 2.3
52.61 13.7 14.92 7.71 5.94 0.0 0.0 0.0 0.0 4.87 79.5 2.56
51.34 15.52 13.24 10.54 7.65 0.0 0.0 0.0 0.0 1.46 84.0 2.6
53.17 15.84 12.43 9.8 4.99 0.0 0.0 0.0 0.0 3.56 80.2 2.54
53.72 15.73 14.83 8.86 3.66 0.0 0.0 0.0 0.0 2.99 80.1 2.57
64.0 7.5 5.0 0.0 8.0 0.0 8.4 0.0 0.0 4.6 83.8 2.52
70.34 10.37 0.02 8.24 0.0 9.49 0.001105 0.0 0.0 0.003505 71.0 2.4
70.43 10.38 0.05 8.26 0.0 9.51 0.0002213 0.0 0.0 0.00702 71.0 2.4
70.46 10.39 0.06 8.26 0.0 9.5 0.00155 0.0 0.0 0.007022 71.0 2.4
70.1 10.33 0.006372 8.22 0.0 9.45 0.001322 0.0 0.0 0.0006987 71.0 2.4
66.0 8.5 11.0 0.0 0.0 0.0 12.0 0.0 0.0 0.0 83.0 2.51
64.5 10.0 6.0 0.0 5.0 0.0 10.5 0.0 0.0 3.0 83.0 2.45
66.0 5.5 4.0 2.0 8.0 0.0 8.4 0.0 0.0 4.6 82.0 2.49
62.1 13.0 6.8 0.0 3.0 0.0 10.7 0.0 0.0 3.0 83.0 2.47
65.67 8.5 10.9 0.0 0.0 0.0 12.4 0.0 0.0 0.0 84.0 2.5
65.67 8.5 10.9 0.0 0.0 0.0 12.39 0.0 0.0 0.0 84.0 2.5
65.62 8.5 10.9 0.0 0.0 0.0 12.4 0.0 0.0 0.0 84.0 2.5
65.57 8.49 10.89 0.0 0.0 0.0 12.39 0.0 0.0 0.0 84.0 2.51
65.54 8.49 10.89 0.0 0.0 0.0 12.39 0.0 0.0 0.0 84.0 2.51
57.97 11.69 3.2 0.0 7.99 0.0 9.09 0.0 0.0 9.99 79.0 2.47
65.69 8.47 10.95 0.0 0.0 0.0 12.39 0.0 0.0 0.0 84.0 2.5
71.34 8.13 0.0 0.0 8.38 0.0 5.96 0.0 0.0 5.22 80.0 2.39
71.58 6.04 0.99 0.0 9.16 0.0 5.15 0.0 0.0 5.23 81.0 2.43
70.93 7.86 0.3 0.0 9.1 0.0 5.33 0.0 0.0 5.19 80.0 2.39
71.12 15.79 1.72 0.0 0.0 0.0 4.47 0.0 0.0 5.67 77.0 2.37
64.47 10.22 0.0 0.0 7.89 0.0 12.61 0.0 0.0 2.37 86.0 2.41
70.37 15.64 3.13 0.0 1.83 0.0 1.12 0.0 0.0 5.62 75.0 2.37
68.08 10.19 0.0 8.69 1.62 10.26 0.0 0.0 0.0 0.0 72.0 2.4
65.68 9.68 0.0 9.39 0.0 15.12 0.0 0.0 0.0 0.0 66.0 2.3
74.24 4.38 6.68 1.14 0.0 10.98 0.0 0.0 0.0 1.01 70.0 2.4
71.13 3.08 11.66 3.36 0.0 9.93 0.0 0.0 0.0 0.33 75.0 2.4
72.0 1.1 12.6 8.6 5.5 0.0 0.0 0.0 0.0 0.2 83.1 2.5
66.3 8.5 10.9 0.0 0.0 0.0 11.6 0.0 0.0 0.0 84.0 2.5
62.0 13.0 5.0 0.0 3.0 0.0 10.0 0.0 0.0 5.0 84.3 2.49
62.0 13.0 10.0 0.0 3.0 0.0 5.0 0.0 0.0 5.0 81.4 2.51
62.0 13.0 5.0 0.0 3.0 0.0 5.0 0.0 0.0 10.0 79.0 2.5
62.0 13.0 6.7 0.0 3.0 0.0 6.7 0.0 0.0 6.6 81.6 2.5
62.0 13.0 7.5 0.0 3.0 0.0 7.5 0.0 0.0 5.0 83.0 2.5
62.0 13.0 6.0 0.0 3.0 0.0 9.0 0.0 0.0 5.0 83.8 2.5
67.13 6.81 6.16 0.0 0.0 9.7 9.38 0.0 0.0 0.72 66.4 2.323
67.29 6.57 7.64 0.35 1.14 7.99 7.57 0.0 0.0 1.15 71.8 2.38
67.46 6.33 9.14 0.72 2.3 6.27 5.7 0.0 0.0 1.58 74.7 2.426
67.63 6.07 10.66 1.08 3.48 4.5 3.85 0.0 0.0 2.02 76.1 2.467
67.8 5.82 12.2 1.47 4.67 2.72 1.92 0.0 0.0 2.48 75.2 2.5
67.99 5.55 13.77 1.84 5.87 0.92 0.0 0.0 0.0 2.93 74.8 2.525
68.64 10.21 0.0 9.28 1.61 9.34 0.0 0.0 0.0 0.0 70.0 2.4
59.66 0.0 12.2 0.0 0.0 28.14 0.0 0.0 0.0 0.0 71.8 2.37
67.73 0.0 14.23 0.0 0.0 18.04 0.0 0.0 0.0 0.0 82.0 2.45
55.3 0.0 29.99 0.0 0.0 14.71 0.0 0.0 0.0 0.0 69.4 2.54
75.0 0.0 12.5 0.0 0.0 12.5 0.0 0.0 0.0 0.0 110.4 2.78
79.35 0.29 14.57 0.0 0.0 4.88 0.0 0.0 0.0 0.0 72.5 2.443
78.92 0.69 14.52 0.0 0.0 4.95 0.0 0.0 0.0 0.0 72.9 2.444
77.4 2.2 14.6 0.0 0.0 4.9 0.0 0.0 0.0 0.0 73.4 2.448
74.7 4.7 14.6 0.0 0.0 5.0 0.0 0.0 0.0 0.0 73.7 2.449
71.8 7.6 14.7 0.0 0.0 4.9 0.0 0.0 0.0 0.0 73.8 2.449
68.9 10.3 14.8 0.0 0.0 5.0 0.0 0.0 0.0 0.0 70.8 2.433
67.1 12.6 14.3 0.0 0.0 5.0 0.0 0.0 0.0 0.0 67.6 2.419
64.1 15.6 14.3 0.0 0.0 5.0 0.0 0.0 0.0 0.0 66.9 2.413
62.31 17.94 13.75 0.0 0.0 5.07 0.0 0.0 0.0 0.0 69.4 2.425
61.13 19.38 13.63 0.0 0.0 4.98 0.0 0.0 0.0 0.0 70.8 2.44
80.08 0.16 14.77 0.0 0.0 4.84 0.0 0.0 0.0 0.0 72.4 2.421
79.28 1.16 14.58 0.0 0.0 4.84 0.0 0.0 0.0 0.0 72.7 2.414
78.82 2.0 14.4 0.0 0.0 4.7 0.0 0.0 0.0 0.0 72.6 2.409
78.13 4.0 13.6 0.0 0.0 4.2 0.0 0.0 0.0 0.0 73.1 2.406
76.93 5.7 13.01 0.0 0.0 4.3 0.0 0.0 0.0 0.0 73.2 2.402
75.85 7.49 12.29 0.0 0.0 4.3 0.0 0.0 0.0 0.0 73.1 2.392
72.03 10.4 13.1 0.0 0.0 4.4 0.0 0.0 0.0 0.0 70.7 2.398
69.15 12.69 13.49 0.0 0.0 4.6 0.0 0.0 0.0 0.0 67.1 2.384
62.97 17.18 14.73 0.0 0.0 4.99 0.0 0.0 0.0 0.0 68.5 2.4
60.52 19.61 14.73 0.0 0.0 5.0 0.0 0.0 0.0 0.0 70.4 2.409
83.13 1.55 3.54 0.02 0.02 11.32 0.0 0.0 0.0 0.42 62.2 2.23
10.0 8.83 0.0 0.0 0.0 8.0 10.78 0.0 61.27 0.0 71.5 2.554
8.5 10.83 0.0 0.0 0.0 5.0 11.78 0.0 61.27 0.0 72.2 2.626
7.37 8.24 0.0 0.0 0.0 7.37 10.09 0.0 64.5 0.0 71.4 2.614
5.0 8.83 0.0 0.0 5.0 6.0 9.78 0.0 64.27 0.0 73.6 2.567
65.0 11.5 5.5 0.0 0.0 0.0 12.8 0.0 0.0 3.4 83.0 2.47
65.5 11.5 5.5 0.0 0.0 0.0 12.3 0.0 0.0 3.4 82.6 2.47
65.5 12.0 5.5 0.0 0.0 0.0 11.8 0.0 0.0 3.4 82.8 2.47
66.0 12.0 4.0 0.0 0.0 0.0 12.8 0.0 0.0 3.4 83.0 2.46
65.5 11.0 5.5 0.0 0.0 0.0 12.8 0.0 0.0 3.4 82.8 2.47
66.0 10.5 5.5 0.0 0.0 0.0 12.8 0.0 0.0 3.4 82.5 2.46
65.5 12.0 5.5 0.0 0.0 0.0 12.8 0.0 0.0 3.4 81.7 2.44
66.0 12.0 5.5 0.0 0.0 0.0 12.8 0.0 0.0 3.4 81.2 2.43
66.0 12.0 5.5 0.0 0.0 0.0 11.3 0.0 0.0 3.4 82.4 2.46
65.5 12.0 4.5 0.0 0.0 0.0 12.8 0.0 0.0 3.4 83.1 2.46
60.96 9.72 0.3 14.78 12.24 0.0 1.53 0.0 0.0 0.13 87.5 2.61
61.23 9.73 0.03 13.7 14.99 0.0 0.0 0.0 0.0 0.0 87.7 2.621
61.28 10.29 0.0 13.35 14.31 0.0 0.0 0.0 0.0 0.0 87.5 2.619
61.21 10.28 0.49 13.34 14.3 0.0 0.0 0.0 0.0 0.0 87.4 2.615
61.32 10.3 0.0 13.36 14.32 0.0 0.0 0.0 0.0 0.32 87.0 2.612
61.42 10.32 0.0 13.39 14.35 0.0 0.0 0.0 0.0 0.33 86.9 2.611
61.48 9.3 0.24 13.23 15.31 0.0 0.0 0.0 0.0 0.16 87.0 2.615
61.42 9.3 0.0 13.22 15.3 0.0 0.0 0.0 0.0 0.0 87.1 2.619
67.33 11.09 0.0 8.79 2.2 9.99 0.0 0.0 0.0 0.0 73.0 2.38
67.2 10.6 0.0 6.7 2.9 10.6 0.0 0.0 0.0 0.0 72.0 2.4
62.39 13.22 1.51 8.7 14.1 0.0 0.0 0.0 0.0 0.0 92.4 2.57
61.65 12.11 1.5 9.41 15.24 0.0 0.0 0.0 0.0 0.0 93.2 2.58
61.02 11.14 1.48 10.04 16.23 0.0 0.0 0.0 0.0 0.0 94.5 2.6
60.52 10.34 1.47 10.54 17.04 0.0 0.0 0.0 0.0 0.0 94.9 2.61
60.62 12.91 1.07 9.68 15.63 0.0 0.0 0.0 0.0 0.0 94.9 2.6
60.68 12.94 1.51 9.47 15.31 0.0 0.0 0.0 0.0 0.0 94.6 2.6
60.79 12.96 1.08 10.49 14.59 0.0 0.0 0.0 0.0 0.0 94.3 2.59
60.27 12.84 1.5 9.68 15.62 0.0 0.0 0.0 0.0 0.0 94.2 2.59
60.14 12.83 1.08 9.65 15.53 0.0 0.0 0.0 0.0 0.0 95.1 2.6
60.99 13.0 1.08 11.29 13.54 0.0 0.0 0.0 0.0 0.0 93.8 2.59
60.0 0.0 10.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 85.0 2.4
60.0 0.0 20.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 84.0 2.45
60.0 0.0 30.0 0.0 0.0 0.0 10.0 0.0 0.0 0.0 70.0 2.5
73.0 5.0 14.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 70.6 2.408
73.0 5.0 12.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 72.9 2.41
73.2 7.0 14.0 0.0 5.5 0.0 0.0 0.0 0.0 0.0 74.6 2.424
72.0 7.0 12.0 0.0 9.0 0.0 0.0 0.0 0.0 0.0 72.3 2.41
61.69 11.19 0.0 9.2 11.99 3.7 0.0 0.0 0.0 0.0 83.0 2.61
66.82 12.07 0.0 6.69 8.66 2.84 0.0 0.0 0.0 0.0 83.5 2.57
65.17 13.9 0.03 0.1 14.47 4.29 2.0 0.0 0.0 0.0 90.2 2.45
64.31 14.15 0.05 0.11 14.72 4.54 2.08 0.0 0.0 0.00668 89.2 2.45
63.91 14.18 0.05 0.11 14.67 4.95 2.09 0.0 0.0 0.006686 89.2 2.44
64.27 14.35 0.04 0.11 14.86 4.7 1.63 0.0 0.0 0.006702 89.5 2.45
64.52 14.35 0.05 0.1 14.39 4.88 1.67 0.0 0.0 0.006713 89.6 2.46
64.64 14.35 0.0 0.09 14.83 4.99 1.06 0.0 0.0 0.0 90.8 2.45
70.23 10.35 0.006383 8.23 0.0 9.47 0.001324 0.0 0.0 0.0007 71.0 2.4
71.4 0.0 23.8 4.8 0.0 0.0 0.0 0.0 0.0 0.0 65.2 2.48
68.2 0.0 22.7 9.1 0.0 0.0 0.0 0.0 0.0 0.0 68.8 2.524
65.27 0.0 21.72 13.01 0.0 0.0 0.0 0.0 0.0 0.0 72.3 2.572
75.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 15.0 62.7 2.468
67.0 12.0 5.0 5.0 6.5 4.0 0.0 0.0 0.0 0.0 78.3 2.43
68.43 14.99 5.19 1.0 7.89 2.0 0.0 0.0 0.0 0.0 83.4 2.45
68.91 15.09 1.21 1.01 7.95 2.01 3.32 0.0 0.0 0.0 88.4 2.45
66.0 11.2 1.2 4.6 5.1 6.1 3.3 0.0 0.0 0.0 82.8 2.47
65.41 14.07 1.19 1.59 5.05 6.05 4.16 0.0 0.0 0.0 85.0 2.46
67.1 12.73 0.98 5.09 7.54 0.0 6.07 0.0 0.0 0.0 89.6 2.48
72.96 15.97 1.06 1.28 8.2 0.0 0.0 0.0 0.0 0.0 90.9 2.46
74.0 13.0 6.0 2.0 5.0 0.0 0.0 0.0 0.0 0.0 81.3 2.41
66.0 17.0 6.0 0.0 6.0 5.0 0.0 0.0 0.0 0.0 79.9 2.4
64.86 10.0 17.5 0.0 6.35 0.0 0.0 0.0 0.0 1.0 73.0 2.47
65.8 11.4 16.7 0.0 4.8 0.0 0.0 0.0 0.0 1.0 72.2 2.47
66.4 9.7 18.5 0.0 4.0 0.0 0.0 0.0 0.0 0.5 70.7 2.47
66.34 9.3 16.35 0.0 7.05 0.0 0.0 0.0 0.0 0.67 73.7 2.47
67.15 9.45 16.55 0.0 5.55 0.0 0.0 0.0 0.0 0.68 72.5 2.47
67.45 8.7 16.35 0.0 6.27 0.0 0.0 0.0 0.0 1.0 72.7 2.47
67.7 9.35 15.37 0.0 6.3 0.0 0.0 0.0 0.0 1.0 73.1 2.46
68.08 9.4 16.5 0.0 4.75 0.0 0.0 0.0 0.0 1.0 71.5 2.46
68.58 8.7 17.38 0.0 4.71 0.0 0.0 0.0 0.0 0.35 71.4 2.46
69.2 8.02 15.25 0.0 6.25 0.0 0.0 0.0 0.0 1.0 72.7 2.45
72.0 6.0 10.0 0.0 12.0 0.0 0.0 0.0 0.0 0.0 74.3 2.415
65.83 8.23 15.1 2.3 3.2 1.85 0.0 0.0 0.0 3.36 71.0 2.47
64.25 9.58 15.23 2.32 3.23 1.87 0.0 0.0 0.0 3.39 72.0 2.48
63.46 10.26 15.3 2.33 3.24 1.88 0.0 0.0 0.0 3.4 72.0 2.48
66.54 9.54 15.16 2.31 3.22 0.0 0.0 0.0 0.0 3.1 71.0 2.48
63.15 9.41 14.97 4.56 5.4 0.0 0.0 0.0 0.0 2.38 72.0 2.5
64.52 10.95 16.47 0.0 5.89 0.0 0.0 0.0 0.0 2.04 73.0 2.46
63.11 9.42 20.05 2.28 3.17 1.84 0.0 0.0 0.0 0.0 72.0 2.47
65.26 6.27 14.97 2.28 3.17 4.59 0.0 0.0 0.0 3.33 76.0 2.48
63.7 10.85 16.49 0.58 4.84 0.65 0.0 0.0 0.0 2.76 72.0 2.47
46.1 0.0 0.0 26.9 0.0 0.0 24.4 0.0 2.6 0.0 88.0 2.657
46.1 0.0 6.1 26.9 0.0 0.0 18.3 0.0 2.6 0.0 88.0 2.676
46.1 0.0 12.2 26.9 0.0 0.0 12.2 0.0 2.6 0.0 88.0 2.694
46.1 0.0 18.3 26.9 0.0 0.0 6.1 0.0 2.6 0.0 87.0 2.709
46.1 0.0 18.3 26.9 0.0 0.0 0.0 0.0 2.6 6.1 78.0 2.708
46.1 0.0 12.2 26.9 0.0 0.0 0.0 0.0 2.6 12.2 75.0 2.698
46.1 0.0 6.1 26.9 0.0 0.0 0.0 0.0 2.6 18.3 66.0 2.668
46.1 0.0 0.0 26.9 0.0 0.0 0.0 0.0 2.6 24.4 57.0 2.65
75.83 0.07 15.63 0.19 8.11 0.0 0.0 0.0 0.0 0.0 69.7 2.474
73.7 2.71 15.73 0.07 7.62 0.0 0.0 0.0 0.0 0.0 71.0 2.485
70.88 5.32 15.68 0.09 7.88 0.0 0.0 0.0 0.0 0.0 72.6 2.491
68.07 7.99 15.71 0.09 7.98 0.0 0.0 0.0 0.0 0.0 73.5 2.499
65.33 10.72 15.74 0.09 7.95 0.0 0.0 0.0 0.0 0.0 74.7 2.509
59.92 15.98 15.77 0.08 8.08 0.0 0.0 0.0 0.0 0.0 76.5 2.522
75.88 0.03 15.72 8.11 0.1 0.0 0.0 0.0 0.0 0.0 66.9 2.415
73.17 2.71 15.76 8.1 0.1 0.0 0.0 0.0 0.0 0.0 68.2 2.424
