Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Fracture Toughness,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Rb2O, Ag2O, Cs2O, MnO, CoO, CuO, ZnO, SrO, PbO, SnO, Cr2O3, Fe2O3, Ga2O3, As2O3, Y2O3, Sb2O3, La2O3, Nd2O3, Gd2O3, Bi2O3, TiO2, MnO2, GeO2, ZrO2, CeO2, SnO2, TeO2, P2O5, Nb2O5, Ta2O5, HfO2, Nb2O3, SO3, WO3, H2O, Sm2O3, Eu2O3, Tb2O3, Er2O3, Yb2O3, Pr2O3, R2O, RO, R2O3, LiF, NaF, KF, MgF2, CaF2, SrF2, BaF2, ZnF2, AlF3, KHF2, BaCl2, Li, B, N, O, F, Na, Mg, Al, Si, P, Cl, K, Ca, Ti, V, Cr, Mn, Fe, Cu, Zn, As, Sr, Y, Sb, Ba, Ce, Nd, Er, Yb, Pt, Pb, Bi, Sr(PO3)2, Ca3(PO4)2, NaPO3, Zn(PO3)2, CaAl2Si2O8, AlN, SiC, Si3N4, Organic Compound, 2MgO-2Al2O3-5SiO2, Others, Fracture Toughness ( MPa.m1/2 )
514, GJ38-173178, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 42.12, , 28.08, 4.68, 18.72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.7
515, GJ06-173179, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 40.0, , 30.0, 10.0, 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.07
516, GJ38-173180, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 39.55, , 29.66, 9.89, 19.78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.2
517, GJ38-173181, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 39.02, , 29.27, 9.76, 19.51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.25
518, GJ38-173182, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 38.62, , 28.97, 9.66, 19.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.25
519, GJ38-173183, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 37.94, , 28.45, 9.48, 18.97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.35
520, GJ38-173184, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 37.35, , 28.01, 9.34, 18.68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.4
521, GJ06-173185, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 40.0, , 30.0, 5.0, 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.2
522, GJ38-173186, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 39.51, , 29.63, 4.94, 24.69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.1
523, GJ38-173187, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 39.06, , 29.29, 4.88, 24.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.2
524, GJ38-173188, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 38.55, , 28.91, 4.82, 24.09, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.3
525, GJ38-173189, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 38.13, , 28.6, 4.77, 23.83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.3
526, GJ38-173190, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 37.46, , 28.09, 4.68, 23.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.35
527, GJ02-178201, J. American Ceramic Soc., 1998, v. 081  p. 2485, 80.0, , , , 5.0, , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.9
528, GJ02-178202, J. American Ceramic Soc., 1998, v. 081  p. 2485, 80.0, , , , 10.0, , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92
529, GJ02-178203, J. American Ceramic Soc., 1998, v. 081  p. 2485, 75.0, , , , 5.0, , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.83
530, GJ02-178204, J. American Ceramic Soc., 1998, v. 081  p. 2485, 75.0, , , , 10.0, , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
531, GJ02-178205, J. American Ceramic Soc., 1998, v. 081  p. 2485, 75.0, , , , 15.0, , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
532, GJ02-178206, J. American Ceramic Soc., 1998, v. 081  p. 2485, 70.0, , , , 10.0, , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.8
533, GP02-179293, Japanese Patent    AGC (J), 1997, A241033, 86.48, , 0.6, 1.51, , , , 9.81, 1.61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
534, GP02-179294, Japanese Patent    AGC (J), 1997, A241033, 83.58, , 0.58, 1.46, , , 4.91, 9.48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
535, GP02-179295, Japanese Patent    AGC (J), 1997, A241033, 85.43, , 0.6, 1.52, , , , 9.86, 2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
536, GP02-179296, Japanese Patent    AGC (J), 1997, A241033, 85.24, , 0.6, 1.51, 0.54, , , 9.84, 2.27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
537, GP02-179297, Japanese Patent    AGC (J), 1997, A241033, 84.89, , 0.6, 1.52, 0.54, , , 9.86, 2.59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
538, GP02-179298, Japanese Patent    AGC (J), 1997, A241033, 86.18, 1.31, 0.59, 1.5, , , , 9.77, 0.64, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
539, GP02-179299, Japanese Patent    AGC (J), 1997, A241033, 84.08, 1.32, 0.6, 1.52, , , , 9.88, 2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
540, GP02-179300, Japanese Patent    AGC (J), 1997, A241033, 83.58, 1.32, 0.6, 1.52, , , , 10.38, 2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
541, GP02-179301, Japanese Patent    AGC (J), 1997, A241033, 82.59, 1.32, 0.6, 1.52, , , , 11.37, 2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
542, GP02-179302, Japanese Patent    AGC (J), 1997, A241033, 81.6, 1.32, 0.6, 1.52, , , , 12.36, 2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
543, GP06-179341, Japanese Patent    AGC (J), 1997, A249430, 69.04, , 10.57, 6.08, 6.56, , , 3.85, 3.91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
544, GP06-179342, Japanese Patent    AGC (J), 1997, A249430, 62.29, , 14.66, 6.89, 7.43, , , 4.37, 4.35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
545, GP06-179343, Japanese Patent    AGC (J), 1997, A249430, 70.29, , 12.26, , 8.42, , , 4.51, 4.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
546, GP06-179344, Japanese Patent    AGC (J), 1997, A249430, 62.7, , 10.92, 10.89, 7.49, , , 4.0, 3.99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
547, GP06-179345, Japanese Patent    AGC (J), 1997, A249430, 70.07, , 12.25, 7.79, , , , 4.96, 4.93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
548, GP06-179346, Japanese Patent    AGC (J), 1997, A249430, 65.88, , 10.48, 7.03, 8.03, , , 4.05, 4.03, , , , , , , , 0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
549, GP06-179347, Japanese Patent    AGC (J), 1997, A249430, 64.06, , 12.0, 6.43, 8.54, 0.39, , 0.97, 7.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
550, GP06-179348, Japanese Patent    AGC (J), 1997, A249430, 63.6, , 11.29, 7.06, 9.11, , , 4.49, 4.46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
551, GP06-179349, Japanese Patent    AGC (J), 1997, A249430, 65.19, , 12.66, 7.28, 7.78, , , 2.53, 4.56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
552, GP06-179350, Japanese Patent    AGC (J), 1997, A249430, 65.27, , 11.42, 7.14, 7.76, , , 6.3, 2.11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
553, GJ02-185124, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 76.0, , , , , , 14.0, , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94
554, GJ02-185125, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, , 2.0, 5.0, , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.93
555, GJ02-185126, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, , 1.0, , , , , 7.0, 14.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.73
556, GJ02-185127, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, , 2.0, 4.0, 1.0, , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.93
557, GJ02-185128, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, , 2.0, 4.0, 1.0, , , 13.0, 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92
558, GJ02-185129, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 67.0, , , , , , 33.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.91
559, GJ02-185130, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 80.0, , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
560, GJ02-185131, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 77.23, , 1.98, 2.97, 2.97, , , 14.85, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92
561, GJ02-185132, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 80.0, , , , 5.0, , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.9
562, GJ02-185133, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , 1.0, , , , , 8.0, 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7
563, GJ02-185134, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, , 2.0, , 5.0, , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.9
564, GJ02-185135, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 81.0, , 1.0, , , , , 6.0, 12.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.71
565, GJ02-185136, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , , , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.86
566, GJ02-185137, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 80.0, , , , 10.0, , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92
567, GJ02-185138, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , , , 5.0, , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.83
568, GJ02-185139, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 73.0, , 6.0, , 5.0, , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94
569, GJ02-185140, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, , 2.0, , 5.0, , , 5.0, 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
570, GJ02-185141, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 64.0, , 13.0, , 6.0, , , 17.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94
571, GJ02-185142, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, , 2.0, , 5.0, , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.93
572, GJ02-185143, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 78.0, , 2.0, , 5.0, , , 10.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.89
573, GJ02-185144, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , , , 10.0, , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
574, GJ06-185145, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 55.0, , 21.0, , 6.0, , , 18.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.89
575, GJ02-185146, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 75.0, , , , 15.0, , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
576, GJ02-185147, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 70.0, , , , 10.0, , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.8
577, GJ05-185148, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 30.0, 53.0, 7.0, , , , , 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.84
578, GJ10-185149, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, , 100.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.44
579, GJ02-185150, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 72.0, , 1.0, 5.0, 9.0, , , 12.0, 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.76
580, GJ05-185151, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 84.0, 11.0, 1.0, , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.65
581, GJ02-185152, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 71.0, , 1.0, , , 4.0, , 9.0, 6.0, , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, 0.64
582, GJ01-185153, J. Non-Crystalline Solids, 1999, v. 253  p. 0126, 100.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7
